#### 	 Vertical City Weather Generator (VCWG)  	 #### 
# Transpiration from low and high vegetation 
# 0:time [hr] 1:TEgveg_imp [kg m^-2 s^-1] 2:TEtree_imp [kg m^-2 s^-1] 3:TEgveg_bare [kg m^-2 s^-1] 4:TEtree_bare [kg m^-2 s^-1] 5:TEgveg_veg [kg m^-2 s^-1] 6:TEtree_veg [kg m^-2 s^-1]
190 0.000000 0.000004 nan nan 0.000008 0.000004 
191 0.000000 0.000004 nan nan 0.000007 0.000004 
192 0.000000 0.000003 nan nan 0.000007 0.000003 
193 0.000000 0.000003 nan nan 0.000006 0.000003 
194 0.000000 0.000002 nan nan 0.000006 0.000002 
195 0.000000 0.000003 nan nan 0.000006 0.000003 
196 0.000000 0.000006 nan nan 0.000006 0.000006 
197 0.000000 0.000014 nan nan 0.000008 0.000014 
198 0.000000 0.000019 nan nan 0.000010 0.000019 
199 0.000000 0.000022 nan nan 0.000011 0.000022 
200 0.000000 0.000028 nan nan 0.000011 0.000028 
201 0.000000 0.000034 nan nan 0.000012 0.000034 
202 0.000000 0.000051 nan nan 0.000040 0.000051 
203 0.000000 0.000054 nan nan 0.000050 0.000054 
204 0.000000 0.000040 nan nan 0.000021 0.000040 
205 0.000000 0.000042 nan nan 0.000020 0.000042 
206 0.000000 0.000042 nan nan 0.000019 0.000042 
207 0.000000 0.000040 nan nan 0.000017 0.000040 
208 0.000000 0.000035 nan nan 0.000015 0.000035 
209 0.000000 0.000029 nan nan 0.000012 0.000029 
210 0.000000 0.000009 nan nan 0.000006 0.000009 
211 0.000000 0.000005 nan nan 0.000010 0.000005 
212 0.000000 0.000005 nan nan 0.000008 0.000005 
213 0.000000 0.000005 nan nan 0.000010 0.000005 
214 0.000000 0.000004 nan nan 0.000009 0.000004 
215 0.000000 0.000004 nan nan 0.000008 0.000004 
216 0.000000 0.000003 nan nan 0.000007 0.000003 
217 0.000000 0.000003 nan nan 0.000007 0.000003 
218 0.000000 0.000002 nan nan 0.000007 0.000002 
219 0.000000 0.000002 nan nan 0.000006 0.000002 
220 0.000000 0.000008 nan nan 0.000006 0.000008 
221 0.000000 0.000012 nan nan 0.000008 0.000012 
222 0.000000 0.000015 nan nan 0.000010 0.000015 
223 0.000000 0.000023 nan nan 0.000015 0.000023 
224 0.000000 0.000030 nan nan 0.000018 0.000030 
225 0.000000 0.000038 nan nan 0.000022 0.000038 
226 0.000000 0.000058 nan nan 0.000057 0.000058 
227 0.000000 0.000058 nan nan 0.000067 0.000058 
228 0.000000 0.000044 nan nan 0.000029 0.000044 
229 0.000000 0.000043 nan nan 0.000025 0.000043 
230 0.000000 0.000041 nan nan 0.000023 0.000041 
231 0.000000 0.000038 nan nan 0.000020 0.000038 
232 0.000000 0.000034 nan nan 0.000017 0.000034 
233 0.000000 0.000027 nan nan 0.000013 0.000027 
234 0.000000 0.000010 nan nan 0.000011 0.000010 
235 0.000000 0.000005 nan nan 0.000010 0.000005 
236 0.000000 0.000005 nan nan 0.000010 0.000005 
237 0.000000 0.000004 nan nan 0.000010 0.000004 
238 0.000000 0.000004 nan nan 0.000009 0.000004 
239 0.000000 0.000004 nan nan 0.000009 0.000004 
240 0.000000 0.000003 nan nan 0.000008 0.000003 
241 0.000000 0.000003 nan nan 0.000008 0.000003 
242 0.000000 0.000003 nan nan 0.000008 0.000003 
243 0.000000 0.000003 nan nan 0.000008 0.000003 
244 0.000000 0.000009 nan nan 0.000008 0.000009 
245 0.000000 0.000015 nan nan 0.000011 0.000015 
246 0.000000 0.000020 nan nan 0.000014 0.000020 
247 0.000000 0.000025 nan nan 0.000016 0.000025 
248 0.000000 0.000032 nan nan 0.000018 0.000032 
249 0.000000 0.000038 nan nan 0.000018 0.000038 
250 0.000000 0.000060 nan nan 0.000054 0.000060 
251 0.000000 0.000059 nan nan 0.000062 0.000059 
252 0.000000 0.000043 nan nan 0.000025 0.000043 
253 0.000000 0.000044 nan nan 0.000023 0.000044 
254 0.000000 0.000043 nan nan 0.000021 0.000043 
255 0.000000 0.000040 nan nan 0.000019 0.000040 
256 0.000000 0.000036 nan nan 0.000016 0.000036 
257 0.000000 0.000027 nan nan 0.000012 0.000027 
258 0.000000 0.000011 nan nan 0.000009 0.000011 
259 0.000000 0.000005 nan nan 0.000001 0.000005 
260 0.000000 0.000005 nan nan 0.000001 0.000005 
261 0.000000 0.000004 nan nan 0.000001 0.000004 
262 0.000000 0.000004 nan nan 0.000001 0.000004 
263 0.000000 0.000004 nan nan 0.000006 0.000004 
264 0.000000 0.000003 nan nan 0.000007 0.000003 
265 0.000000 0.000004 nan nan 0.000008 0.000004 
266 0.000000 0.000003 nan nan 0.000008 0.000003 
267 0.000000 0.000003 nan nan 0.000007 0.000003 
268 0.000000 0.000010 nan nan 0.000007 0.000010 
269 0.000000 0.000014 nan nan 0.000009 0.000014 
270 0.000000 0.000021 nan nan 0.000011 0.000021 
271 0.000000 0.000028 nan nan 0.000013 0.000028 
272 0.000000 0.000034 nan nan 0.000003 0.000034 
273 0.000000 0.000039 nan nan 0.000002 0.000039 
274 0.000000 0.000064 nan nan 0.000051 0.000064 
275 0.000000 0.000063 nan nan 0.000060 0.000063 
276 0.000000 0.000050 nan nan 0.000027 0.000050 
277 0.000000 0.000051 nan nan 0.000024 0.000051 
278 0.000000 0.000051 nan nan 0.000021 0.000051 
279 0.000000 0.000049 nan nan 0.000018 0.000049 
280 0.000000 0.000043 nan nan 0.000016 0.000043 
281 0.000000 0.000034 nan nan 0.000013 0.000034 
282 0.000000 0.000013 nan nan 0.000012 0.000013 
283 0.000000 0.000007 nan nan 0.000001 0.000007 
284 0.000000 0.000007 nan nan 0.000001 0.000007 
285 0.000000 0.000006 nan nan 0.000001 0.000006 
286 0.000000 0.000006 nan nan 0.000001 0.000006 
287 0.000000 0.000006 nan nan 0.000001 0.000006 
288 0.000000 0.000005 nan nan 0.000010 0.000005 
289 0.000000 0.000005 nan nan 0.000010 0.000005 
290 0.000000 0.000004 nan nan 0.000010 0.000004 
291 0.000000 0.000004 nan nan 0.000009 0.000004 
292 0.000000 0.000011 nan nan 0.000009 0.000011 
293 0.000000 0.000021 nan nan 0.000011 0.000021 
294 0.000000 0.000024 nan nan 0.000014 0.000024 
295 0.000000 0.000029 nan nan 0.000016 0.000029 
296 0.000000 0.000034 nan nan 0.000016 0.000034 
297 0.000000 0.000049 nan nan 0.000019 0.000049 
298 0.000000 0.000062 nan nan 0.000054 0.000062 
299 0.000000 0.000065 nan nan 0.000065 0.000065 
300 0.000000 0.000048 nan nan 0.000026 0.000048 
301 0.000000 0.000048 nan nan 0.000023 0.000048 
302 0.000000 0.000047 nan nan 0.000021 0.000047 
303 0.000000 0.000045 nan nan 0.000020 0.000045 
304 0.000000 0.000044 nan nan 0.000017 0.000044 
305 0.000000 0.000030 nan nan 0.000013 0.000030 
306 0.000000 0.000010 nan nan 0.000010 0.000010 
307 0.000000 0.000006 nan nan 0.000011 0.000006 
308 0.000000 0.000006 nan nan 0.000010 0.000006 
309 0.000000 0.000005 nan nan 0.000010 0.000005 
310 0.000000 0.000005 nan nan 0.000010 0.000005 
311 0.000000 0.000004 nan nan 0.000009 0.000004 
312 0.000000 0.000004 nan nan 0.000009 0.000004 
313 0.000000 0.000004 nan nan 0.000009 0.000004 
314 0.000000 0.000003 nan nan 0.000008 0.000003 
315 0.000000 0.000003 nan nan 0.000008 0.000003 
316 0.000000 0.000010 nan nan 0.000008 0.000010 
317 0.000000 0.000016 nan nan 0.000011 0.000016 
318 0.000000 0.000022 nan nan 0.000014 0.000022 
319 0.000000 0.000028 nan nan 0.000017 0.000028 
320 0.000000 0.000034 nan nan 0.000018 0.000034 
321 0.000000 0.000041 nan nan 0.000020 0.000041 
322 0.000000 0.000059 nan nan 0.000053 0.000059 
323 0.000000 0.000061 nan nan 0.000063 0.000061 
324 0.000000 0.000047 nan nan 0.000027 0.000047 
325 0.000000 0.000045 nan nan 0.000025 0.000045 
326 0.000000 0.000048 nan nan 0.000024 0.000048 
327 0.000000 0.000049 nan nan 0.000023 0.000049 
328 0.000000 0.000043 nan nan 0.000019 0.000043 
329 0.000000 0.000027 nan nan 0.000013 0.000027 
330 0.000000 0.000011 nan nan 0.000012 0.000011 
331 0.000000 0.000006 nan nan 0.000011 0.000006 
332 0.000000 0.000006 nan nan 0.000011 0.000006 
333 0.000000 0.000005 nan nan 0.000011 0.000005 
334 0.000000 0.000005 nan nan 0.000010 0.000005 
335 0.000000 0.000005 nan nan 0.000010 0.000005 
336 0.000000 0.000004 nan nan 0.000009 0.000004 
337 0.000000 0.000003 nan nan 0.000009 0.000003 
338 0.000000 0.000003 nan nan 0.000008 0.000003 
339 0.000000 0.000003 nan nan 0.000008 0.000003 
340 0.000000 0.000013 nan nan 0.000008 0.000013 
341 0.000000 0.000017 nan nan 0.000011 0.000017 
342 0.000000 0.000023 nan nan 0.000015 0.000023 
343 0.000000 0.000029 nan nan 0.000018 0.000029 
344 0.000000 0.000035 nan nan 0.000019 0.000035 
345 0.000000 0.000040 nan nan 0.000020 0.000040 
346 0.000000 0.000061 nan nan 0.000055 0.000061 
347 0.000000 0.000063 nan nan 0.000065 0.000063 
348 0.000000 0.000046 nan nan 0.000027 0.000046 
349 0.000000 0.000047 nan nan 0.000024 0.000047 
350 0.000000 0.000046 nan nan 0.000022 0.000046 
351 0.000000 0.000044 nan nan 0.000021 0.000044 
352 0.000000 0.000041 nan nan 0.000018 0.000041 
353 0.000000 0.000031 nan nan 0.000015 0.000031 
354 0.000000 0.000012 nan nan 0.000014 0.000012 
355 0.000000 0.000007 nan nan 0.000013 0.000007 
356 0.000000 0.000007 nan nan 0.000013 0.000007 
357 0.000000 0.000006 nan nan 0.000012 0.000006 
358 0.000000 0.000005 nan nan 0.000011 0.000005 
359 0.000000 0.000005 nan nan 0.000010 0.000005 
360 0.000000 0.000004 nan nan 0.000010 0.000004 
361 0.000000 0.000004 nan nan 0.000009 0.000004 
362 0.000000 0.000004 nan nan 0.000009 0.000004 
363 0.000000 0.000003 nan nan 0.000009 0.000003 
364 0.000000 0.000008 nan nan 0.000008 0.000008 
365 0.000000 0.000019 nan nan 0.000012 0.000019 
366 0.000000 0.000026 nan nan 0.000016 0.000026 
367 0.000000 0.000035 nan nan 0.000019 0.000035 
368 0.000000 0.000032 nan nan 0.000019 0.000032 
369 0.000000 0.000038 nan nan 0.000017 0.000038 
370 0.000000 0.000064 nan nan 0.000058 0.000064 
371 0.000000 0.000064 nan nan 0.000067 0.000064 
372 0.000000 0.000046 nan nan 0.000027 0.000046 
373 0.000000 0.000047 nan nan 0.000025 0.000047 
374 0.000000 0.000046 nan nan 0.000023 0.000046 
375 0.000000 0.000043 nan nan 0.000020 0.000043 
376 0.000000 0.000039 nan nan 0.000018 0.000039 
377 0.000000 0.000034 nan nan 0.000014 0.000034 
378 0.000000 0.000009 nan nan 0.000011 0.000009 
379 0.000000 0.000006 nan nan 0.000011 0.000006 
380 0.000000 0.000006 nan nan 0.000011 0.000006 
381 0.000000 0.000005 nan nan 0.000011 0.000005 
382 0.000000 0.000005 nan nan 0.000010 0.000005 
383 0.000000 0.000004 nan nan 0.000010 0.000004 
384 0.000000 0.000004 nan nan 0.000010 0.000004 
385 0.000000 0.000004 nan nan 0.000009 0.000004 
386 0.000000 0.000003 nan nan 0.000009 0.000003 
387 0.000000 0.000003 nan nan 0.000009 0.000003 
388 0.000000 0.000010 nan nan 0.000009 0.000010 
389 0.000000 0.000017 nan nan 0.000011 0.000017 
390 0.000000 0.000023 nan nan 0.000015 0.000023 
391 0.000000 0.000028 nan nan 0.000018 0.000028 
392 0.000000 0.000033 nan nan 0.000019 0.000033 
393 0.000000 0.000042 nan nan 0.000024 0.000042 
394 0.000000 0.000051 nan nan 0.000052 0.000051 
395 0.000000 0.000056 nan nan 0.000059 0.000056 
396 0.000000 0.000046 nan nan 0.000029 0.000046 
397 0.000000 0.000045 nan nan 0.000028 0.000045 
398 0.000000 0.000044 nan nan 0.000025 0.000044 
399 0.000000 0.000042 nan nan 0.000022 0.000042 
400 0.000000 0.000039 nan nan 0.000019 0.000039 
401 0.000000 0.000024 nan nan 0.000013 0.000024 
402 0.000000 0.000009 nan nan 0.000011 0.000009 
403 0.000000 0.000005 nan nan 0.000010 0.000005 
404 0.000000 0.000005 nan nan 0.000010 0.000005 
405 0.000000 0.000004 nan nan 0.000010 0.000004 
406 0.000000 0.000004 nan nan 0.000009 0.000004 
407 0.000000 0.000003 nan nan 0.000009 0.000003 
408 0.000000 0.000003 nan nan 0.000008 0.000003 
409 0.000000 0.000003 nan nan 0.000008 0.000003 
410 0.000000 0.000003 nan nan 0.000008 0.000003 
411 0.000000 0.000002 nan nan 0.000007 0.000002 
412 0.000000 0.000008 nan nan 0.000007 0.000008 
413 0.000000 0.000012 nan nan 0.000010 0.000012 
414 0.000000 0.000018 nan nan 0.000013 0.000018 
415 0.000000 0.000024 nan nan 0.000016 0.000024 
416 0.000000 0.000030 nan nan 0.000019 0.000030 
417 0.000000 0.000026 nan nan 0.000018 0.000026 
418 0.000000 0.000035 nan nan 0.000035 0.000035 
419 0.000000 0.000036 nan nan 0.000035 0.000036 
420 0.000000 0.000031 nan nan 0.000019 0.000031 
421 0.000000 0.000032 nan nan 0.000019 0.000032 
422 0.000000 0.000031 nan nan 0.000017 0.000031 
423 0.000000 0.000028 nan nan 0.000015 0.000028 
424 0.000000 0.000026 nan nan 0.000011 0.000026 
425 0.000000 0.000016 nan nan 0.000009 0.000016 
426 0.000000 0.000007 nan nan 0.000008 0.000007 
427 0.000000 0.000003 nan nan 0.000007 0.000003 
428 0.000000 0.000003 nan nan 0.000007 0.000003 
429 0.000000 0.000003 nan nan 0.000007 0.000003 
430 0.000000 0.000003 nan nan 0.000007 0.000003 
431 0.000000 0.000003 nan nan 0.000007 0.000003 
432 0.000000 0.000003 nan nan 0.000006 0.000003 
433 0.000000 0.000002 nan nan 0.000006 0.000002 
434 0.000000 0.000002 nan nan 0.000006 0.000002 
435 0.000000 0.000002 nan nan 0.000006 0.000002 
436 0.000000 0.000009 nan nan 0.000006 0.000009 
437 0.000000 0.000012 nan nan 0.000008 0.000012 
438 0.000000 0.000017 nan nan 0.000012 0.000017 
439 0.000000 0.000025 nan nan 0.000015 0.000025 
440 0.000000 0.000026 nan nan 0.000016 0.000026 
441 0.000000 0.000031 nan nan 0.000017 0.000031 
442 0.000000 0.000042 nan nan 0.000039 0.000042 
443 0.000000 0.000048 nan nan 0.000046 0.000048 
444 0.000000 0.000037 nan nan 0.000020 0.000037 
445 0.000000 0.000037 nan nan 0.000018 0.000037 
446 0.000000 0.000035 nan nan 0.000016 0.000035 
447 0.000000 0.000033 nan nan 0.000015 0.000033 
448 0.000000 0.000028 nan nan 0.000012 0.000028 
449 0.000000 0.000022 nan nan 0.000009 0.000022 
450 0.000000 0.000007 nan nan 0.000006 0.000007 
451 0.000000 0.000004 nan nan 0.000008 0.000004 
452 0.000000 0.000004 nan nan 0.000007 0.000004 
453 0.000000 0.000003 nan nan 0.000007 0.000003 
454 0.000000 0.000003 nan nan 0.000007 0.000003 
455 0.000000 0.000003 nan nan 0.000007 0.000003 
456 0.000000 0.000003 nan nan 0.000007 0.000003 
457 0.000000 0.000002 nan nan 0.000006 0.000002 
458 0.000000 0.000002 nan nan 0.000006 0.000002 
459 0.000000 0.000002 nan nan 0.000006 0.000002 
460 0.000000 0.000007 nan nan 0.000006 0.000007 
461 0.000000 0.000012 nan nan 0.000008 0.000012 
462 0.000000 0.000017 nan nan 0.000011 0.000017 
463 0.000000 0.000023 nan nan 0.000012 0.000023 
464 0.000000 0.000028 nan nan 0.000012 0.000028 
465 0.000000 0.000033 nan nan 0.000002 0.000033 
466 0.000000 0.000062 nan nan 0.000049 0.000062 
467 0.000000 0.000052 nan nan 0.000054 0.000052 
468 0.000000 0.000040 nan nan 0.000020 0.000040 
469 0.000000 0.000042 nan nan 0.000016 0.000042 
470 0.000000 0.000041 nan nan 0.000014 0.000041 
471 0.000000 0.000039 nan nan 0.000014 0.000039 
472 0.000000 0.000035 nan nan 0.000013 0.000035 
473 0.000000 0.000030 nan nan 0.000011 0.000030 
474 0.000000 0.000008 nan nan 0.000001 0.000008 
475 0.000000 0.000005 nan nan 0.000001 0.000005 
476 0.000000 0.000005 nan nan 0.000008 0.000005 
477 0.000000 0.000004 nan nan 0.000008 0.000004 
478 0.000000 0.000004 nan nan 0.000008 0.000004 
479 0.000000 0.000004 nan nan 0.000008 0.000004 
480 0.000000 0.000003 nan nan 0.000008 0.000003 
481 0.000000 0.000003 nan nan 0.000007 0.000003 
482 0.000000 0.000003 nan nan 0.000007 0.000003 
483 0.000000 0.000003 nan nan 0.000007 0.000003 
484 0.000000 0.000010 nan nan 0.000007 0.000010 
485 0.000000 0.000014 nan nan 0.000009 0.000014 
