#### 	 Vertical City Weather Generator (VCWG)  	 #### 
# Transpiration from low and high vegetation 
# 0:time [hr] 1:TEgveg_imp [kg m^-2 s^-1] 2:TEtree_imp [kg m^-2 s^-1] 3:TEgveg_bare [kg m^-2 s^-1] 4:TEtree_bare [kg m^-2 s^-1] 5:TEgveg_veg [kg m^-2 s^-1] 6:TEtree_veg [kg m^-2 s^-1]
143 0.000000 0.000000 nan nan 0.000004 0.000004 
144 0.000000 0.000000 nan nan 0.000005 0.000004 
145 0.000000 0.000000 nan nan 0.000005 0.000004 
146 0.000000 0.000000 nan nan 0.000004 0.000004 
147 0.000000 0.000000 nan nan 0.000004 0.000004 
148 0.000000 0.000000 nan nan 0.000015 0.000027 
149 0.000000 0.000000 nan nan 0.000022 0.000047 
150 0.000000 0.000000 nan nan 0.000024 0.000081 
151 0.000000 0.000000 nan nan 0.000030 0.000120 
152 0.000000 0.000000 nan nan 0.000039 0.000150 
153 0.000000 0.000000 nan nan 0.000057 0.000198 
154 0.000000 0.000000 nan nan 0.000073 0.000233 
155 0.000000 0.000000 nan nan 0.000079 0.000261 
156 0.000000 0.000000 nan nan 0.000080 0.000282 
157 0.000000 0.000000 nan nan 0.000078 0.000289 
158 0.000000 0.000000 nan nan 0.000081 0.000247 
159 0.000000 0.000000 nan nan 0.000064 0.000178 
160 0.000000 0.000000 nan nan 0.000031 0.000157 
161 0.000000 0.000000 nan nan 0.000015 0.000078 
162 0.000000 0.000000 nan nan 0.000007 0.000040 
163 0.000000 0.000000 nan nan 0.000003 0.000005 
164 0.000000 0.000000 nan nan 0.000003 0.000004 
165 0.000000 0.000000 nan nan 0.000004 0.000004 
166 0.000000 0.000000 nan nan 0.000004 0.000004 
167 0.000000 0.000000 nan nan 0.000004 0.000004 
168 0.000000 0.000000 nan nan 0.000004 0.000003 
169 0.000000 0.000000 nan nan 0.000004 0.000003 
170 0.000000 0.000000 nan nan 0.000003 0.000001 
171 0.000000 0.000000 nan nan 0.000003 0.000002 
172 0.000000 0.000000 nan nan 0.000007 0.000017 
173 0.000000 0.000000 nan nan 0.000016 0.000037 
174 0.000000 0.000000 nan nan 0.000026 0.000077 
175 0.000000 0.000000 nan nan 0.000038 0.000114 
176 0.000000 0.000000 nan nan 0.000047 0.000144 
177 0.000000 0.000000 nan nan 0.000055 0.000167 
178 0.000000 0.000000 nan nan 0.000064 0.000193 
179 0.000000 0.000000 nan nan 0.000071 0.000210 
180 0.000000 0.000000 nan nan 0.000067 0.000201 
181 0.000000 0.000000 nan nan 0.000065 0.000198 
182 0.000000 0.000000 nan nan 0.000061 0.000178 
183 0.000000 0.000000 nan nan 0.000049 0.000149 
184 0.000000 0.000000 nan nan 0.000024 0.000136 
185 0.000000 0.000000 nan nan 0.000014 0.000080 
186 0.000000 0.000000 nan nan 0.000005 0.000032 
187 0.000000 0.000000 nan nan 0.000001 0.000004 
188 0.000000 0.000000 nan nan 0.000000 0.000004 
189 0.000000 0.000000 nan nan 0.000001 0.000004 
190 0.000000 0.000000 nan nan 0.000001 0.000003 
191 0.000000 0.000000 nan nan 0.000001 0.000002 
192 0.000000 0.000000 nan nan 0.000001 0.000002 
193 0.000000 0.000000 nan nan 0.000001 0.000001 
194 0.000000 0.000000 nan nan 0.000001 0.000001 
195 0.000000 0.000000 nan nan 0.000001 0.000001 
196 0.000000 0.000000 nan nan 0.000012 0.000021 
197 0.000000 0.000000 nan nan 0.000018 0.000038 
198 0.000000 0.000000 nan nan 0.000023 0.000080 
199 0.000000 0.000000 nan nan 0.000037 0.000133 
200 0.000000 0.000000 nan nan 0.000052 0.000184 
201 0.000000 0.000000 nan nan 0.000068 0.000226 
202 0.000000 0.000000 nan nan 0.000080 0.000256 
203 0.000000 0.000000 nan nan 0.000088 0.000278 
204 0.000000 0.000000 nan nan 0.000091 0.000293 
205 0.000000 0.000000 nan nan 0.000090 0.000296 
206 0.000000 0.000000 nan nan 0.000086 0.000271 
207 0.000000 0.000000 nan nan 0.000071 0.000234 
208 0.000000 0.000000 nan nan 0.000025 0.000177 
209 0.000000 0.000000 nan nan 0.000016 0.000112 
210 0.000000 0.000000 nan nan 0.000006 0.000044 
211 0.000000 0.000000 nan nan 0.000001 0.000007 
212 0.000000 0.000000 nan nan 0.000001 0.000007 
213 0.000000 0.000000 nan nan 0.000001 0.000006 
214 0.000000 0.000000 nan nan 0.000001 0.000005 
215 0.000000 0.000000 nan nan 0.000001 0.000005 
216 0.000000 0.000000 nan nan 0.000001 0.000005 
217 0.000000 0.000000 nan nan 0.000001 0.000004 
218 0.000000 0.000000 nan nan 0.000001 0.000004 
219 0.000000 0.000000 nan nan 0.000001 0.000005 
220 0.000000 0.000000 nan nan 0.000018 0.000031 
221 0.000000 0.000000 nan nan 0.000028 0.000052 
222 0.000000 0.000000 nan nan 0.000033 0.000095 
223 0.000000 0.000000 nan nan 0.000045 0.000151 
224 0.000000 0.000000 nan nan 0.000060 0.000200 
225 0.000000 0.000000 nan nan 0.000073 0.000237 
226 0.000000 0.000000 nan nan 0.000082 0.000255 
227 0.000000 0.000000 nan nan 0.000090 0.000278 
228 0.000000 0.000000 nan nan 0.000093 0.000295 
229 0.000000 0.000000 nan nan 0.000090 0.000290 
230 0.000000 0.000000 nan nan 0.000085 0.000263 
231 0.000000 0.000000 nan nan 0.000069 0.000213 
232 0.000000 0.000000 nan nan 0.000033 0.000169 
233 0.000000 0.000000 nan nan 0.000017 0.000088 
234 0.000000 0.000000 nan nan 0.000008 0.000040 
235 0.000000 0.000000 nan nan 0.000005 0.000008 
236 0.000000 0.000000 nan nan 0.000001 0.000008 
237 0.000000 0.000000 nan nan 0.000002 0.000008 
238 0.000000 0.000000 nan nan 0.000002 0.000008 
239 0.000000 0.000000 nan nan 0.000005 0.000007 
240 0.000000 0.000000 nan nan 0.000005 0.000006 
241 0.000000 0.000000 nan nan 0.000004 0.000005 
242 0.000000 0.000000 nan nan 0.000004 0.000004 
243 0.000000 0.000000 nan nan 0.000004 0.000004 
244 0.000000 0.000000 nan nan 0.000017 0.000028 
245 0.000000 0.000000 nan nan 0.000031 0.000051 
246 0.000000 0.000000 nan nan 0.000038 0.000092 
247 0.000000 0.000000 nan nan 0.000050 0.000140 
248 0.000000 0.000000 nan nan 0.000062 0.000182 
249 0.000000 0.000000 nan nan 0.000073 0.000215 
250 0.000000 0.000000 nan nan 0.000078 0.000238 
251 0.000000 0.000000 nan nan 0.000081 0.000259 
252 0.000000 0.000000 nan nan 0.000083 0.000268 
253 0.000000 0.000000 nan nan 0.000085 0.000267 
254 0.000000 0.000000 nan nan 0.000088 0.000227 
255 0.000000 0.000000 nan nan 0.000077 0.000181 
256 0.000000 0.000000 nan nan 0.000038 0.000164 
257 0.000000 0.000000 nan nan 0.000022 0.000091 
258 0.000000 0.000000 nan nan 0.000009 0.000038 
259 0.000000 0.000000 nan nan 0.000006 0.000007 
260 0.000000 0.000000 nan nan 0.000001 0.000005 
261 0.000000 0.000000 nan nan 0.000001 0.000005 
262 0.000000 0.000000 nan nan 0.000001 0.000004 
263 0.000000 0.000000 nan nan 0.000001 0.000002 
264 0.000000 0.000000 nan nan 0.000003 0.000002 
265 0.000000 0.000000 nan nan 0.000004 0.000002 
266 0.000000 0.000000 nan nan 0.000004 0.000003 
267 0.000000 0.000000 nan nan 0.000005 0.000004 
268 0.000000 0.000000 nan nan 0.000014 0.000019 
269 0.000000 0.000000 nan nan 0.000023 0.000039 
270 0.000000 0.000000 nan nan 0.000039 0.000085 
271 0.000000 0.000000 nan nan 0.000048 0.000124 
272 0.000000 0.000000 nan nan 0.000057 0.000158 
273 0.000000 0.000000 nan nan 0.000057 0.000184 
274 0.000000 0.000000 nan nan 0.000066 0.000211 
275 0.000000 0.000000 nan nan 0.000076 0.000239 
276 0.000000 0.000000 nan nan 0.000080 0.000264 
277 0.000000 0.000000 nan nan 0.000086 0.000262 
278 0.000000 0.000000 nan nan 0.000090 0.000197 
279 0.000000 0.000000 nan nan 0.000096 0.000168 
280 0.000000 0.000000 nan nan 0.000050 0.000145 
281 0.000000 0.000000 nan nan 0.000030 0.000079 
282 0.000000 0.000000 nan nan 0.000013 0.000040 
283 0.000000 0.000000 nan nan 0.000006 0.000005 
284 0.000000 0.000000 nan nan 0.000001 0.000004 
285 0.000000 0.000000 nan nan 0.000001 0.000003 
286 0.000000 0.000000 nan nan 0.000003 0.000003 
287 0.000000 0.000000 nan nan 0.000004 0.000003 
288 0.000000 0.000000 nan nan 0.000004 0.000002 
289 0.000000 0.000000 nan nan 0.000004 0.000002 
290 0.000000 0.000000 nan nan 0.000004 0.000002 
291 0.000000 0.000000 nan nan 0.000005 0.000002 
292 0.000000 0.000000 nan nan 0.000014 0.000019 
293 0.000000 0.000000 nan nan 0.000028 0.000042 
294 0.000000 0.000000 nan nan 0.000031 0.000061 
295 0.000000 0.000000 nan nan 0.000039 0.000088 
296 0.000000 0.000000 nan nan 0.000052 0.000127 
297 0.000000 0.000000 nan nan 0.000057 0.000150 
298 0.000000 0.000000 nan nan 0.000069 0.000185 
299 0.000000 0.000000 nan nan 0.000075 0.000208 
300 0.000000 0.000000 nan nan 0.000070 0.000211 
301 0.000000 0.000000 nan nan 0.000061 0.000167 
302 0.000000 0.000000 nan nan 0.000057 0.000143 
303 0.000000 0.000000 nan nan 0.000056 0.000142 
304 0.000000 0.000000 nan nan 0.000026 0.000112 
305 0.000000 0.000000 nan nan 0.000019 0.000068 
306 0.000000 0.000000 nan nan 0.000006 0.000025 
307 0.000000 0.000000 nan nan 0.000004 0.000004 
308 0.000000 0.000000 nan nan 0.000001 0.000002 
309 0.000000 0.000000 nan nan 0.000001 0.000001 
310 0.000000 0.000000 nan nan 0.000001 0.000001 
311 0.000000 0.000000 nan nan 0.000001 -0.000000 
312 0.000000 0.000000 nan nan 0.000002 0.000000 
313 0.000000 0.000000 nan nan 0.000003 0.000001 
314 0.000000 0.000000 nan nan 0.000004 0.000002 
315 0.000000 0.000000 nan nan 0.000005 0.000003 
316 0.000000 0.000000 nan nan 0.000008 0.000018 
317 0.000000 0.000000 nan nan 0.000019 0.000038 
318 0.000000 0.000000 nan nan 0.000029 0.000066 
319 0.000000 0.000000 nan nan 0.000042 0.000108 
320 0.000000 0.000000 nan nan 0.000051 0.000144 
321 0.000000 0.000000 nan nan 0.000064 0.000181 
322 0.000000 0.000000 nan nan 0.000077 0.000216 
323 0.000000 0.000000 nan nan 0.000082 0.000235 
324 0.000000 0.000000 nan nan 0.000080 0.000240 
325 0.000000 0.000000 nan nan 0.000076 0.000242 
326 0.000000 0.000000 nan nan 0.000073 0.000226 
327 0.000000 0.000000 nan nan 0.000060 0.000180 
328 0.000000 0.000000 nan nan 0.000027 0.000157 
329 0.000000 0.000000 nan nan 0.000015 0.000091 
330 0.000000 0.000000 nan nan 0.000006 0.000037 
331 0.000000 0.000000 nan nan 0.000001 0.000008 
332 0.000000 0.000000 nan nan 0.000001 0.000006 
333 0.000000 0.000000 nan nan 0.000001 0.000005 
334 0.000000 0.000000 nan nan 0.000001 0.000004 
335 0.000000 0.000000 nan nan 0.000001 0.000003 
